survey_id,registration_id,satisfaction_score,usefulness_score,instructor_score,recommendation_score,overall_score,NPS_bucket,survey_comments,survey_submission_date
1171,1567,4,4,4,4,4,Passive,"In my opinion, the color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together! I didn't expect this, but, the gallery walk during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school.",3/31/22 16:01
1172,1568,5,5,4,5,4.75,Promoter,"By the end, the organizers ran things smoothly even with a big crowd, the color theory lesson during Intro to Painting Class really clicked for me; I'd definitely recommend this to a friend. I didn't expect this, but, the mixed-media project during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time! By the end, the sketch warmups during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning.",9/30/23 4:28
1173,1569,4,4,5,4,4.25,Passive,"The networking breakouts during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable. I left with actionable next steps, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic.",11/22/23 17:12
1174,1570,4,5,4,5,4.5,Promoter,"I left with actionable next steps, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning. (wish there had been more time). To be fair, the pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning!",3/28/23 17:01
1175,1571,4,5,5,5,4.75,Promoter,"I met people who want to collaborate on projects, the panel Q&A during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend. If I'm being honest, the panel Q&A during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school.",5/17/22 9:06
1176,1573,5,3,5,4,4.25,Passive,"The color theory lesson during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic. Honestly, the color theory lesson during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; I might recommend it depending on the topic.",4/21/22 21:20
1177,1574,5,4,4,5,4.5,Promoter,"The web dev sprint during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school. In my opinion, the web dev sprint during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning.",9/9/24 5:26
1178,1575,5,5,4,5,4.75,Promoter,"I left with actionable next steps, the robot build during Data Science Study Group really clicked for me (snacks were a plus). At first, the hands-on segment tied everything together, the Arduino demo during Data Science Study Group really clicked for me!",3/6/25 13:07
1179,1576,5,4,4,5,4.5,Promoter,"I didn't expect this, but, the networking breakouts during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school. To be fair, the pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. The organizers ran things smoothly even with a big crowd, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend.",8/31/22 14:12
1180,1577,5,5,5,5,5,Promoter,"The robot build during Monthly Coding Club really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend. — next time I'd bring a friend. The organizers ran things smoothly even with a big crowd, the coding challenges during Monthly Coding Club really clicked for me; I'd definitely recommend this to a friend.",8/17/24 9:00
1181,1578,5,5,5,5,5,Promoter,"In my opinion, the networking breakouts during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend. At first, there were concrete examples I can reuse at school, the networking breakouts during Mentor Office Hours really clicked for me; This pushed me to apply for a related program.",6/5/23 10:15
1182,1579,5,3,5,4,4.25,Passive,"I didn't expect this, but, I left with actionable next steps, the career fair during STEAM Summit & Expo really clicked for me; I'm curious to see how the next session improves. There were concrete examples I can reuse at school, the keynote talk during STEAM Summit & Expo really clicked for me.",6/16/25 5:27
1183,1580,5,4,4,4,4.25,Passive,"The sketch warmups during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school. Overall, the sketch warmups during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable!",4/19/24 21:06
1184,1581,5,5,4,5,4.75,Promoter,"Surprisingly, the goal-setting exercise during Leadership Circle Meetup really clicked for me, I left with actionable next steps; I left energized to keep learning. The organizers ran things smoothly even with a big crowd, the goal-setting exercise during Leadership Circle Meetup really clicked for me; I'd come again and bring a classmate next time.",3/15/23 15:27
1185,1583,5,4,4,3,4,Detractor,"In my opinion, I left with actionable next steps, the gallery walk during Intro to Painting Class really clicked for me. I left with actionable next steps, the gallery walk during Intro to Painting Class really clicked for me; It was useful overall. By the end, the pacing made complex ideas feel doable, the mixed-media project during Intro to Painting Class really clicked for me.",3/9/23 18:06
1186,1585,5,4,4,5,4.5,Promoter,"At first, the web dev sprint during Robotics Lab Saturday really clicked for me, I left with actionable next steps; This pushed me to apply for a related program. — which surprised me in a good way. If I'm being honest, the Python lab during Robotics Lab Saturday really clicked for me, I left with actionable next steps; This was absolutely worth the time! At first, the robot build during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected — next time I'd bring a friend.",1/22/23 2:14
1187,1586,5,4,5,3,4.25,Detractor,"Honestly, it boosted my confidence more than I expected, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves! I left with actionable next steps, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves!",5/1/24 4:23
1188,1587,5,4,4,5,4.5,Promoter,"The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I left energized to keep learning. — next time I'd bring a friend. At first, the mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. In my opinion, the hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me (wish there had been more time).",3/22/22 18:20
1189,1589,4,5,5,3,4.25,Detractor,"To be fair, it boosted my confidence more than I expected, the networking breakouts during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda. The panel Q&A during Mentor Office Hours really clicked for me, I left with actionable next steps.",4/11/22 8:10
1190,1590,4,5,5,4,4.5,Passive,"Overall, the mentors were down-to-earth and answered real questions, the web dev sprint during Data Science Study Group really clicked for me (snacks were a plus). The organizers ran things smoothly even with a big crowd, the Python lab during Data Science Study Group really clicked for me.",1/11/24 19:05
1191,1591,5,4,4,5,4.5,Promoter,"The hands-on segment tied everything together, the sketch warmups during Intro to Painting Class really clicked for me! There were concrete examples I can reuse at school, the mixed-media project during Intro to Painting Class really clicked for me. From my perspective, the mentors were down-to-earth and answered real questions, the watercolor session during Intro to Painting Class really clicked for me; I'd definitely recommend this to a friend.",5/24/24 19:10
1192,1592,5,4,4,3,4,Detractor,"To be fair, I met people who want to collaborate on projects, the mentor roundtable during Leadership Circle Meetup really clicked for me; I might recommend it depending on the topic! The hands-on segment tied everything together, the mentor roundtable during Leadership Circle Meetup really clicked for me! From my perspective, there were concrete examples I can reuse at school, the networking breakouts during Leadership Circle Meetup really clicked for me; It was useful overall.",11/16/24 17:27
1193,1593,5,5,5,4,4.75,Passive,"I left with actionable next steps, the color theory lesson during Monthly Art Studio Workshop really clicked for me; This was absolutely worth the time. I met people who want to collaborate on projects, the watercolor session during Monthly Art Studio Workshop really clicked for me.",2/15/23 16:24
1194,1594,4,4,5,5,4.5,Promoter,"Surprisingly, the Python lab during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time. The robot build during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I'd definitely recommend this to a friend.",12/21/24 16:14
1195,1596,5,5,4,5,4.75,Promoter,"In my opinion, I left with actionable next steps, the goal-setting exercise during Leadership Circle Meetup really clicked for me; I left energized to keep learning. Overall, there were concrete examples I can reuse at school, the mentor roundtable during Leadership Circle Meetup really clicked for me. By the end, the networking breakouts during Leadership Circle Meetup really clicked for me, the pacing made complex ideas feel doable.",4/15/22 22:27
1196,1597,3,4,4,4,3.75,Passive,"Slides were dense, though the discussion helped, and the robot build was helpful during Robotics Lab Saturday. Overall, the room was a bit crowded, yet the content landed, and the data activity was helpful during Robotics Lab Saturday! Not every topic applied to me, but I took notes for later, and the data activity was helpful during Robotics Lab Saturday. It was useful overall.",3/8/25 23:24
1197,1599,3,5,5,5,4.5,Promoter,"The Python lab during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school. If I'm being honest, the web dev sprint during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school.",4/4/22 9:25
1198,1600,4,4,4,5,4.25,Promoter,"The coding challenges during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions. Honestly, the pacing made complex ideas feel doable, the data activity during Web Dev Bootcamp Night really clicked for me.",4/14/24 2:13
1199,1601,5,5,4,4,4.5,Passive,"The organizers ran things smoothly even with a big crowd, the goal-setting exercise during Mentor Office Hours really clicked for me. Honestly, the resume clinic during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school; I'd definitely recommend this to a friend. — which surprised me in a good way!",9/3/23 15:00
1200,1602,4,5,4,5,4.5,Promoter,"The web dev sprint during Monthly Coding Club really clicked for me, the mentors were down-to-earth and answered real questions! To be fair, it boosted my confidence more than I expected, the data activity during Monthly Coding Club really clicked for me; This was absolutely worth the time!",4/15/24 20:04
1201,1603,3,4,5,5,4.25,Promoter,"I didn't expect this, but, the organizers ran things smoothly even with a big crowd, the panel Q&A during Mentor Office Hours really clicked for me; It was useful overall! The resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps — next time I'd bring a friend.",4/10/22 21:07
1202,1605,4,4,5,4,4.25,Passive,"Surprisingly, I met people who want to collaborate on projects, the data activity during Data Science Study Group really clicked for me. The Python lab during Data Science Study Group really clicked for me, the hands-on segment tied everything together; I'd attend again with a clearer agenda. (snacks were a plus).",8/21/25 17:03
1203,1606,5,5,5,4,4.75,Passive,"I met people who want to collaborate on projects, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me! It boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning. The resume clinic during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I left energized to keep learning.",12/5/23 12:22
1204,1607,4,4,5,4,4.25,Passive,"The mentors were down-to-earth and answered real questions, the sketch warmups during Intro to Painting Class really clicked for me (wish there had been more time). In my opinion, the color theory lesson during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time). Surprisingly, there were concrete examples I can reuse at school, the watercolor session during Intro to Painting Class really clicked for me. The mentors were down-to-earth and answered real questions, the gallery walk during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves.",6/27/25 11:04
1205,1608,4,3,4,4,3.75,Passive,"The room was a bit crowded, yet the content landed, and the resume clinic was helpful during Girls in STEAM Mentoring. I'm curious to see how the next session improves! Slides were dense, though the discussion helped, and the panel Q&A was helpful during Girls in STEAM Mentoring — especially for beginners! Slides were dense, though the discussion helped, and the goal-setting exercise was helpful during Girls in STEAM Mentoring!",11/26/24 17:11
1206,1609,5,4,5,5,4.75,Promoter,"There were concrete examples I can reuse at school, the networking breakouts during Mentor Office Hours really clicked for me; This pushed me to apply for a related program! I didn't expect this, but, the organizers ran things smoothly even with a big crowd, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time.",6/24/24 0:14
1207,1610,5,3,4,5,4.25,Promoter,"I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda. The networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time). The mentor roundtable during Mentor Office Hours really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda.",1/7/24 23:17
1208,1611,4,5,4,5,4.5,Promoter,"I left with actionable next steps, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time! The pacing made complex ideas feel doable, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. Surprisingly, the resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning.",7/25/24 0:27
1209,1612,5,4,5,5,4.75,Promoter,"The web dev sprint during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together; I'd definitely recommend this to a friend. The Python lab during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program. — next time I'd bring a friend.",1/29/23 1:05
1210,1614,5,4,4,4,4.25,Passive,"The mentors were down-to-earth and answered real questions, the sketch warmups during Intro to Painting Class really clicked for me — which surprised me in a good way. The pacing made complex ideas feel doable, the sketch warmups during Intro to Painting Class really clicked for me. It boosted my confidence more than I expected, the sketch warmups during Intro to Painting Class really clicked for me.",10/17/25 22:26
1211,1615,4,4,5,5,4.5,Promoter,"The pacing made complex ideas feel doable, the Arduino demo during Web Dev Bootcamp Night really clicked for me.",6/4/22 11:07
1212,1617,4,5,5,5,4.75,Promoter,"The pacing made complex ideas feel doable, the data activity during Data Science Study Group really clicked for me! Honestly, the Arduino demo during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd; I'd come again and bring a classmate next time. — which surprised me in a good way! The Python lab during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school; I'd definitely recommend this to a friend. (snacks were a plus).",9/27/24 4:23
1213,1618,5,4,5,5,4.75,Promoter,"The hands-on segment tied everything together, the web dev sprint during Monthly Coding Club really clicked for me; I left energized to keep learning. The coding challenges during Monthly Coding Club really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time.",6/15/24 23:11
1214,1619,4,4,5,5,4.5,Promoter,"From my perspective, the Python lab during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected. The hands-on segment tied everything together, the Python lab during Web Dev Bootcamp Night really clicked for me.",5/19/23 13:19
1215,1620,5,5,4,5,4.75,Promoter,"It boosted my confidence more than I expected, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd.",4/12/22 23:04
1216,1621,4,5,4,5,4.5,Promoter,"The mentors were down-to-earth and answered real questions, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions!",3/6/24 23:27
1217,1622,4,4,5,5,4.5,Promoter,"To be fair, it boosted my confidence more than I expected, the mentor roundtable during Mentor Office Hours really clicked for me; I left energized to keep learning. I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me.",1/22/23 12:16
1218,1623,4,4,3,5,4,Promoter,"Overall, the coding challenges during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; I'm curious to see how the next session improves. The coding challenges during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school (snacks were a plus). I left with actionable next steps, the web dev sprint during Data Science Study Group really clicked for me.",10/14/22 4:25
1219,1624,4,4,4,5,4.25,Promoter,"From my perspective, the web dev sprint during Data Science Study Group really clicked for me, I left with actionable next steps — next time I'd bring a friend. The organizers ran things smoothly even with a big crowd, the data activity during Data Science Study Group really clicked for me. Honestly, the coding challenges during Data Science Study Group really clicked for me, the mentors were down-to-earth and answered real questions. It boosted my confidence more than I expected, the Arduino demo during Data Science Study Group really clicked for me — especially for beginners.",6/29/23 13:11
1220,1626,4,4,4,5,4.25,Promoter,"If I'm being honest, I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me; It was useful overall. Overall, the hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda! To be fair, there were concrete examples I can reuse at school, the networking breakouts during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. (snacks were a plus)!",7/31/23 7:16
1221,1627,5,3,4,5,4.25,Promoter,"The networking breakouts during Leadership Circle Meetup really clicked for me, I met people who want to collaborate on projects! Surprisingly, it boosted my confidence more than I expected, the networking breakouts during Leadership Circle Meetup really clicked for me. Honestly, there were concrete examples I can reuse at school, the mentor roundtable during Leadership Circle Meetup really clicked for me; It was useful overall.",4/15/22 16:11
1222,1628,4,4,4,4,4,Passive,"I met people who want to collaborate on projects, the Arduino demo during Web Dev Bootcamp Night really clicked for me; I'd attend again with a clearer agenda. To be fair, the Arduino demo during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school.",8/8/25 17:03
1223,1629,5,5,4,5,4.75,Promoter,"The Python lab during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions. In my opinion, there were concrete examples I can reuse at school, the coding challenges during Robotics Lab Saturday really clicked for me — next time I'd bring a friend. Overall, I met people who want to collaborate on projects, the web dev sprint during Robotics Lab Saturday really clicked for me.",6/13/22 0:05
1224,1630,5,3,4,4,4,Passive,"By the end, the mentors were down-to-earth and answered real questions, the web dev sprint during Web Dev Bootcamp Night really clicked for me. The hands-on segment tied everything together, the web dev sprint during Web Dev Bootcamp Night really clicked for me.",11/11/23 17:20
1225,1632,4,5,5,4,4.5,Passive,"From my perspective, the hands-on segment tied everything together, the data activity during Data Science Study Group really clicked for me. The hands-on segment tied everything together, the Arduino demo during Data Science Study Group really clicked for me; This was absolutely worth the time. (snacks were a plus). To be fair, the coding challenges during Data Science Study Group really clicked for me, I left with actionable next steps; This was absolutely worth the time.",9/26/24 22:26
1226,1633,4,4,5,4,4.25,Passive,"The robot build during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I might recommend it depending on the topic. I met people who want to collaborate on projects, the data activity during Robotics Lab Saturday really clicked for me; I might recommend it depending on the topic. (wish there had been more time). I left with actionable next steps, the Arduino demo during Robotics Lab Saturday really clicked for me. I didn't expect this, but, it boosted my confidence more than I expected, the robot build during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda!",1/14/23 18:22
1227,1634,4,4,4,4,4,Passive,"It boosted my confidence more than I expected, the web dev sprint during Robotics Lab Saturday really clicked for me; I might recommend it depending on the topic. The data activity during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected; I'm curious to see how the next session improves.",6/30/25 3:17
1228,1635,5,5,5,5,5,Promoter,"The organizers ran things smoothly even with a big crowd, the robot build during Robotics Lab Saturday really clicked for me. At first, the Python lab during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time.",9/10/23 2:13
1229,1636,5,4,4,4,4.25,Passive,"The Arduino demo during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions.",5/25/25 21:06
1230,1637,3,4,4,4,3.75,Passive,"In my opinion, I knew parts of it already, but I still learned something, and the panel Q&A was helpful during Mentor Office Hours. I'm curious to see how the next session improves. — especially for beginners! From my perspective, slides were dense, though the discussion helped, and the panel Q&A was helpful during Mentor Office Hours. I'm curious to see how the next session improves. Surprisingly, not every topic applied to me, but I took notes for later, and the networking breakouts was helpful during Mentor Office Hours (snacks were a plus).",4/15/24 5:01
1231,1638,5,4,5,4,4.5,Passive,"In my opinion, the career fair during STEAM Summit & Expo really clicked for me, I met people who want to collaborate on projects (snacks were a plus). To be fair, the career fair during STEAM Summit & Expo really clicked for me, the hands-on segment tied everything together; I'd come again and bring a classmate next time! It boosted my confidence more than I expected, the poster session during STEAM Summit & Expo really clicked for me.",6/15/23 17:09
1232,1639,4,5,4,4,4.25,Passive,"Honestly, the organizers ran things smoothly even with a big crowd, the data activity during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. Overall, the mentors were down-to-earth and answered real questions, the coding challenges during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. — next time I'd bring a friend. There were concrete examples I can reuse at school, the coding challenges during Data Science Study Group really clicked for me; It was useful overall.",12/5/24 6:28
1233,1640,4,4,4,5,4.25,Promoter,"At first, the mentors were down-to-earth and answered real questions, the sketch warmups during Monthly Art Studio Workshop really clicked for me; I'm curious to see how the next session improves. The watercolor session during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions. In my opinion, I left with actionable next steps, the sketch warmups during Monthly Art Studio Workshop really clicked for me; I might recommend it depending on the topic. — which surprised me in a good way!",7/17/24 7:13
1234,1641,4,5,5,5,4.75,Promoter,"Surprisingly, the Python lab during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable (wish there had been more time). I met people who want to collaborate on projects, the data activity during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time. If I'm being honest, the robot build during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning. (snacks were a plus).",5/11/24 11:15
1235,1642,5,5,4,5,4.75,Promoter,"The resume clinic during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together. The mentors were down-to-earth and answered real questions, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program.",3/23/22 4:10
1236,1643,5,5,5,5,5,Promoter,"There were concrete examples I can reuse at school, the web dev sprint during Monthly Coding Club really clicked for me; This pushed me to apply for a related program. To be fair, the hands-on segment tied everything together, the robot build during Monthly Coding Club really clicked for me; I'd definitely recommend this to a friend. There were concrete examples I can reuse at school, the robot build during Monthly Coding Club really clicked for me — which surprised me in a good way.",1/16/25 13:23
1237,1645,5,4,4,5,4.5,Promoter,"Honestly, the Arduino demo during Monthly Coding Club really clicked for me, there were concrete examples I can reuse at school; This pushed me to apply for a related program. (wish there had been more time). The organizers ran things smoothly even with a big crowd, the coding challenges during Monthly Coding Club really clicked for me (wish there had been more time). The web dev sprint during Monthly Coding Club really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning.",11/16/23 20:08
1238,1646,4,4,3,4,3.75,Passive,"I knew parts of it already, but I still learned something, and the web dev sprint was helpful during Robotics Lab Saturday. It was useful overall. From my perspective, the room was a bit crowded, yet the content landed, and the data activity was helpful during Robotics Lab Saturday. I'm curious to see how the next session improves. (snacks were a plus).",8/10/24 15:17
1239,1648,5,5,4,5,4.75,Promoter,"The mentors were down-to-earth and answered real questions, the panel Q&A during Leadership Circle Meetup really clicked for me!",11/16/22 6:29
1240,1649,4,3,4,3,3.5,Detractor,"From my perspective, I knew parts of it already, but I still learned something, and the sketch warmups was helpful during Intro to Painting Class. Some sections moved quickly but were still useful, and the color theory lesson was helpful during Intro to Painting Class. I'd attend again with a clearer agenda. — next time I'd bring a friend. Slides were dense, though the discussion helped, and the gallery walk was helpful during Intro to Painting Class.",1/27/23 13:19
1241,1650,4,4,5,4,4.25,Passive,"The pacing made complex ideas feel doable, the resume clinic during Girls in STEAM Mentoring really clicked for me. Surprisingly, the hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me — next time I'd bring a friend.",12/5/23 12:02
1242,1651,4,5,5,5,4.75,Promoter,"I met people who want to collaborate on projects, the Arduino demo during Robotics Lab Saturday really clicked for me.",11/14/21 7:24
1243,1653,4,3,5,3,3.75,Detractor,"Overall, some sections moved quickly but were still useful, and the coding challenges was helpful during Web Dev Bootcamp Night. I might recommend it depending on the topic. I knew parts of it already, but I still learned something, and the web dev sprint was helpful during Web Dev Bootcamp Night. I might recommend it depending on the topic. At first, the room was a bit crowded, yet the content landed, and the Python lab was helpful during Web Dev Bootcamp Night. I might recommend it depending on the topic.",12/10/23 8:15
1244,1654,4,5,5,4,4.5,Passive,"The pacing made complex ideas feel doable, the mentor roundtable during Leadership Circle Meetup really clicked for me — next time I'd bring a friend. In my opinion, the networking breakouts during Leadership Circle Meetup really clicked for me, I left with actionable next steps.",4/15/25 19:05
1245,1655,4,4,4,4,4,Passive,"By the end, the gallery walk during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; It was useful overall. From my perspective, it boosted my confidence more than I expected, the watercolor session during Intro to Painting Class really clicked for me.",11/12/21 10:25
1246,1657,4,5,5,4,4.5,Passive,"The gallery walk during Monthly Art Studio Workshop really clicked for me, the pacing made complex ideas feel doable. Overall, the watercolor session during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning. — next time I'd bring a friend. In my opinion, I met people who want to collaborate on projects, the watercolor session during Monthly Art Studio Workshop really clicked for me; I'd definitely recommend this to a friend!",10/15/25 17:05
1247,1660,5,5,5,5,5,Promoter,"The gallery walk during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend. The mixed-media project during Monthly Art Studio Workshop really clicked for me, the pacing made complex ideas feel doable. From my perspective, the watercolor session during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school (snacks were a plus)!",5/16/25 8:07
1248,1661,4,4,5,5,4.5,Promoter,"By the end, the networking breakouts during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning. The networking breakouts during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I'd definitely recommend this to a friend. The networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I left energized to keep learning!",3/20/22 18:11
1249,1662,4,5,5,5,4.75,Promoter,"At first, the resume clinic during Leadership Circle Meetup really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend. It boosted my confidence more than I expected, the goal-setting exercise during Leadership Circle Meetup really clicked for me — which surprised me in a good way. The mentor roundtable during Leadership Circle Meetup really clicked for me, there were concrete examples I can reuse at school; I left energized to keep learning.",1/16/24 23:07
1250,1665,5,4,3,4,4,Passive,"If I'm being honest, the Python lab during Data Science Study Group really clicked for me, I left with actionable next steps. In my opinion, the Python lab during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school. In my opinion, it boosted my confidence more than I expected, the robot build during Data Science Study Group really clicked for me. At first, the Arduino demo during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school; It was useful overall. — next time I'd bring a friend.",12/3/21 0:23
1251,1666,5,4,5,5,4.75,Promoter,"In my opinion, I met people who want to collaborate on projects, the networking breakouts during Mentor Office Hours really clicked for me.",11/29/21 1:18
1252,1667,4,4,5,5,4.5,Promoter,"It boosted my confidence more than I expected, the coding challenges during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time. The Arduino demo during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects. The pacing made complex ideas feel doable, the robot build during Web Dev Bootcamp Night really clicked for me; This was absolutely worth the time. — next time I'd bring a friend!",3/16/24 4:04
1253,1671,4,5,5,5,4.75,Promoter,"The networking breakouts during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; This was absolutely worth the time. (wish there had been more time). I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me; I left energized to keep learning. The networking breakouts during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend! Surprisingly, the organizers ran things smoothly even with a big crowd, the goal-setting exercise during Mentor Office Hours really clicked for me; This was absolutely worth the time. (wish there had been more time)!",7/14/25 22:20
1254,1672,3,3,5,5,4,Promoter,"At first, the mentor roundtable during Mentor Office Hours really clicked for me, I left with actionable next steps; I might recommend it depending on the topic. (snacks were a plus). The organizers ran things smoothly even with a big crowd, the panel Q&A during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda!",12/20/22 8:16
1255,1674,4,5,5,4,4.5,Passive,"Surprisingly, the hands-on segment tied everything together, the watercolor session during Intro to Painting Class really clicked for me; This was absolutely worth the time. If I'm being honest, the mixed-media project during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions.",6/30/23 22:24
1256,1675,5,4,4,5,4.5,Promoter,"The hands-on segment tied everything together, the data activity during Data Science Study Group really clicked for me. The organizers ran things smoothly even with a big crowd, the web dev sprint during Data Science Study Group really clicked for me. The web dev sprint during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning. If I'm being honest, the hands-on segment tied everything together, the Python lab during Data Science Study Group really clicked for me!",4/5/23 17:19
